Area,Mapped,Number,Project,Address,City,State,Latitude,Longitude,Description,Developer_General_Contractor,Cost,Date,Status,Checked,Map Circle color
08-Northtowns,YES,21,"Evergreen Landing, Phase II",Tonawanda Creek Road,Amherst,NY,43.0495130,-78.8209910,54 new home sites,Marrano/Marc Equity Corp.,$19.4,2016,Under,Marrano/Marc Equity Corp.,#009770
08-Northtowns,YES,22,Grand Island Central School District,***,Grand Island,,43.0372790,-78.9333080,Districtwide renovations,Cannon,$51.0,2017,Under,Cannon,#009770
08-Northtowns,YES,23,Williamsville Central School District,105 Casey Road,Williamsville,NY,43.0234570,-78.7339880,"Convert three HS athletic fields to synthetic turf, add restroom, concession facility, lights","Trautman Associates, Campus Construction Management Group",$27.0,2017,Under,Trautman Associates,#009770
08-Northtowns,YES,24,Twenty91 North,100 Herron Drive,Amherst,NY,43.0191540,-78.7169370,Housing complex for up to 600 students on site of former Menorah Campus,Lecesse Construction Services LLC,$30.0,2016,Under,"Am-town, Jim",#009770
08-Northtowns,YES,25,Heron Point ,Grand Island Boulevard,Grand Island,NY,43.0159570,-78.9570680,232 residential units,Anthony Cutaia,$20.0,2017,Under,Grand Island IDA,#009770
08-Northtowns,YES,26,Fletcher Elementary School,100 Hinds St.,Tonawanda,NY,43.0106640,-78.8961090,"30,000 SF addition, renovations to existing elementary school","Trautman Associates, Campus Construction Management Group",$40.0,2017,Under,Trautman Associates,#009770
08-Northtowns,YES,27,Wegmans Food Markets Inc.,8270 Transit Road,Amherst,NY,42.9935000,-78.6990610,Addition to store,,$10.9,2016,Under,Am-town,#009770
08-Northtowns,YES,28,Unifrax 1 LLC,332 Fire Tower Road,Tonawanda,NY,42.9908430,-78.9108560,"41,000 SF expansion",,$33.0,2016,Under,Tonawanda IDA/ECIDA,#009770
08-Northtowns,YES,29,Kaleida Laboratory Services Processing Center,115 Flint Road,Amherst,NY,42.9889610,-78.7895650,Laboratory services consolidation,"Kaleida Health, LPCiminelli Inc.",$12.6,2017,Under,Kaleida,#009770
08-Northtowns,YES,30,KenTon USFD Phase 2 District Capital Renovations,1501 Colvin Blvd.,Kenmore,NY,42.9819020,-78.8585670,Districtwide facility and educational improvements in 9 buildings including auditoriums and athletic facilities,"Campus Construction Management Group, Gordon Jones Associates",$51.5,2018,Under,KenTon UFSD,#009770
08-Northtowns,YES,31,Northtown Plaza,3097 Sheridan Drive,Amherst,NY,42.9799700,-78.8182890,"Renovation of 62-year-old shopping center, 50,000 SF Whole Foods","WS Development, Picone Construction ",$75.0,2018,Under,Jim,#009770
08-Northtowns,YES,32,Windstone,51 Harbridge Manor,Amherst,NY,42.9707790,-78.7194220,Residential complex of 42 patio homes,Marrano/Marc Equity Corp.,$35.0,2017,Under,Jim,#009770
08-Northtowns,YES,33,Deer Lakes Apartments,3416 Deer Lakes Drive,Amherst,NY,43.0052590,-78.8117500,256 apartments when finished,Kulback's Construction,$39.3,2018,Z-Proposed,Jim,#53578F
08-Northtowns,YES,34,Westwood Country Club,772 N. Forest Road,Amherst,NY,42.9798800,-78.7713150,Mixed-use neighborhood,,$238.0,Z-Proposed,Z-Proposed,Ciminelli,#53578F
08-Northtowns,YES,35,Erie Community College STEM,6205 Main St.,Williamsville,NY,42.9614410,-78.7216350,"57,000 SF academic building","Turner Construction Co., Kideney Architects",$22.0,2018,Z-Proposed,"Turner, Kideney",#53578F
09-Southtowns,YES,1,Baker Hall,85 Innsbruck Drive,Lackawanna,NY,42.8742270,-78.7504550,Construction of residential treatment facility,,$13.4,2015,Completed,ECIDA,#CA6266
09-Southtowns,YES,2,Ebenezer Square,2400 Seneca St.,West Seneca,NY,42.8492600,-78.7999650,100-unit affordable multi-family housing,"Calamar, DePaul",$16.5,2016,Completed,Calamar,#CA6266
09-Southtowns,YES,3,Princeton Estates South,Fisher Road and Caldwell Drive,West Seneca,NY,42.8389800,-78.6981830,51 new home sites,Marrano/Marc Equity Corp.,$17.3,2015,Completed,Marrano/Marc Equity Corp.,#CA6266
09-Southtowns,YES,4,Solar Panel Installation,1951 Hamburg Turnpike,Lackawanna,NY,42.8301830,-78.8563600,"13,000 solar panels to be installed on 23 acres",BQ Energy LLC,$10.0,2015,Completed,Lackawanna IDA,#CA6266
09-Southtowns,YES,5,North American Salt Co.,1951 Hamburg Turnpike,Lackawanna,NY,42.8301830,-78.8563600,"Construction of two structures for import, packaging and distribution of bulk salt",,$7.3,2015,Completed,ECIDA,#CA6266
09-Southtowns,YES,6,Lackawanna Food Bazaar,264 Ridge Road,Lackawanna,NY,42.8276020,-78.8420100,"20,000 SF supermarket and 30,000 SF two-story mixed use retail and residential structure",,$15.0,2015,Completed,Lackawanna IDA,#CA6266
09-Southtowns,YES,7,Baker Victory Services,150 Martin Road,Lackawanna,NY,42.8181390,-78.8189620,17 acres in planning stages with Lackawanna IDA,Baker Victory Service Inc.,$16.4,2015,Completed,Lackawanna IDA,#CA6266
09-Southtowns,YES,8,"Lackawanna Schools, Truman Elementary",15 Inner Drive,Lackawanna,NY,42.8058930,-78.8030660,"94,000 SF renovation","Transit Construction, Kideney Architects",$6.5,2015,Completed,Kideney,#CA6266
09-Southtowns,YES,9,Moog Corporate Headquarters,,Elma,NY,42.8038990,-78.6515530,"65,000 SF building for Moog corporate divisions",LPCiminelli Inc.,$16.0,2013,Completed,LPCiminelli Inc.,#CA6266
09-Southtowns,YES,10,Ford Stamping Plant,3663 Lakeshore Road,Hamburg,NY,42.7870440,-78.8430700,End-item stacker commercial addition,LPCiminelli Inc.,$4.1,2016,Completed,Hamburg IDA,#CA6266
09-Southtowns,YES,11,FedEx Ground Transportation Center,3779 Lakeshore Road,Hamburg,NY,42.7811610,-78.8516940,"320,000 SF warehouse/transportation center",JR Fort Collins LLC,$54.0,2015,Completed,"Hamburg IDA, Jim",#CA6266
09-Southtowns,YES,12,McGard Corp.,3875 California Road,Orchard Park,NY,42.7791470,-78.7782780,"71,800 SF factory and office addition",Lehigh Construction,$8.3,2015,Completed,ECIDA,#CA6266
09-Southtowns,YES,13,Buffalo Medical Group PC,3900 N. Buffalo Road,Orchard Park,NY,42.7772690,-78.7461810,"45,000 SF medical office building",McGuire Development Co.,$9.0,2014,Completed,"Bricks 2015, McGuire",#CA6266
09-Southtowns,YES,14,Ralph Wilson Stadium upgrades,One Bills Drive,Orchard Park,NY,42.7737270,-78.7865750,Renovations per 10-year lease extension by the Buffalo Bills,"LPCiminelli Inc., Ferguson Electric, Frey Electric",$130.0,2014,Completed,"Jim, Bricks 2014, LPCiminelli",#CA6266
09-Southtowns,YES,15,Mission Hills II LLC,4543 Camp Road,Hamburg,NY,42.7620110,-78.8611720,Senior housing project,Liberty Park Senior Corp.,$10.0,2013,Completed,Hamburg IDA,#CA6266
09-Southtowns,YES,16,BrookBridge Medical Office Park,5959 Big Tree Road,Orchard Park,NY,42.7598170,-78.7618870,"116,000 SF medical office building",The Krog Group,$25.0,2016,Completed,Krog,#CA6266
09-Southtowns,YES,17,Deer Springs Part 4 Phase 2B,Southwestern Blvd.,Hamburg,NY,42.7177220,-78.9178310,40 new home sites,Marrano/Marc Equity Corp.,$13.0,2015,Completed,Marrano/Marc Equity Corp.,#CA6266
09-Southtowns,YES,18,Erie County SPCA,300 Harlem Road,West Seneca,NY,42.8520630,-78.7888990,"55,000 SF facility","Kideney Architects, Concept Construction",$12.5,2017,Under,Kideney,#009770
09-Southtowns,YES,19,Iroquois Central Schools Excel Project ,2112 Girdle Road,East Aurora,NY,42.8224590,-78.6059400,,Gordon Jones PROPOSED,$17.0,2017,Under,Iroqouis CSD,#009770
09-Southtowns,YES,20,Orchard Park Central School District,2240 Southwestern Blvd.,West Seneca,NY,42.8102800,-78.7194280,"Various renovations and upgrades in schools, K-12",Turner Construction Co.,$25.0,2017,Under,Turner,#009770
09-Southtowns,YES,21,Moog manufacturing and test facility,Elma,Elma,NY,42.8015920,-78.6436160,"35,000 SF testing center",Moog Inc.,$12.0,2017,Under,Jim,#009770
09-Southtowns,YES,22,Holly Ridge Estates,14 Evergreen Train,Orchard Park,NY,42.7808870,-78.7206850,26 single-family lots and homes,Forbes Capretto Homes,$18.0,2017,Under,Forbes,#009770
09-Southtowns,YES,23,Sherwood Meadows Phase 1,3750 Heatherwood Drive,Hamburg,NY,42.7618690,-78.8452930,Construction of apartment buildings on Hopevale School property,"Dato Development LLC, Burke Homes LLC",$13.0,2017,Under,Jim,#009770
09-Southtowns,YES,24,Orchard Heights expansion,5200 Chestnut Ridge Road,Orchard Park,NY,42.7441890,-78.7499210,Expansion of 32 independent living units and 30 assisted living units,"Hamister Group LLC, R&P Oak Hill",$28.6,2016,Under,"ECIDA, Hamister",#009770
09-Southtowns,YES,25,Flexovit USA Inc.,1305 Eden-Evans Center Road,Evans,NY,42.6513680,-79.0097680,"Rebuild 65,000 SF warehouse destroyed in November 2014 snowstorm",,$8.0,2016,Under,"Town of Evans, ECIDA",#009770
09-Southtowns,YES,26,3900 North Buffalo Road,3900 North Buffalo Road,Orchard Park,NY,42.7772690,-78.7461810,Apartments,Ellicott Development Co.,$12.0,2018,Z-Proposed,Ellicott Dev,#53578F
09-Southtowns,YES,27,St. Joseph's Motherhouse complex,South Park Avenue,Hamburg,NY,42.7551610,-78.8250390,"Redevelopment of apartments, health center, townhouses",Sinatra & Co. ,$50.0,2018,Z-Proposed,Jim,#53578F
10-Eastern Suburbs,YES,1,Springhill Suites Hotel,6647 Transit Road,Lancaster,NY,42.9516550,-78.6945400,108-room hotel,Kai Construction Co.,$14.0,2015,Completed,"Lancaster Town, Jim",#CA6266
10-Eastern Suburbs,YES,2,Aspire of WNY Center for Learning,4635 Union Road,Cheektowaga,NY,42.9401100,-78.7541900,"Building addition, alterations and renovations",Waterbourne Construction Advisors LLC,$8.0,2015,Completed,"Cheektown, Bricks 2016",#CA6266
10-Eastern Suburbs,YES,3,"Delavan, The ",6461 Transit Road,Lancaster,NY,42.9368600,-78.6961360,"60-room, 4-story hotel, fitness center, Capello's spa","Salvatore's Italian Gardens, Concept Construction Corp., Carmina Woods",$9.5,2016,Completed,Jim,#CA6266
10-Eastern Suburbs,YES,4,Gateway II Apartments,4989 Genesee St.,Cheektowaga,NY,42.9338120,-78.7017220,80 apartments from 820 to 1085 SF each,"Bella Vista Group, Redtek Development",$10.0,2014,Completed,Bella Vista Group,#CA6266
10-Eastern Suburbs,YES,5,TownePlace Suites Buffalo Airport,4265 Genesee St.,Cheektowaga,NY,42.9301950,-78.7282650,,Benderson Development Co. LLC Co.,$10.0,2013,Completed,"Cheektown, Benderson",#CA6266
10-Eastern Suburbs,YES,6,Cantalician Center for Learning Inc.,2049 George Urban Blvd.,Depew,NY,42.9178670,-78.7339660,Construction of nonprofit school for 240 children with developmental and physical disabilities,Arbour Construction Management Inc.,$14.7,2013,Completed,"Bricks 2014, ECIDA",#CA6266
10-Eastern Suburbs,YES,7,Walden Galleria,Walden Avenue,Cheektowaga,NY,42.9128700,-78.7628850,mall renovations,Pyramid Cos.,$11.0,2015,Completed,Jim,#CA6266
10-Eastern Suburbs,YES,8,Walmart Plaza,2500-2523 Walden Ave.,Cheektowaga,NY,42.9096370,-78.7434860,"Plaza anchored by 180,000 SF Walmart Supercenter",,$11.0,2015,Completed,"Jim, Cheektown",#CA6266
10-Eastern Suburbs,YES,9,Millennium Hotel Buffalo,2040 Walden Ave.,Cheektowaga,NY,42.9095650,-78.7604460,"Renovations to 300 guestrooms, restaurants, meeting spaces",Millennium Hotel Buffalo,$6.5,2015,Completed,ECIDA,#CA6266
10-Eastern Suburbs,YES,10,HSBC ,2929 Walden Ave.,Depew,NY,42.9093230,-78.7270860,"Renovation of leased facility for commercial banking, HR, legal, risk and compliance",HSBC Bank USA NA,$35.0,2015,Completed,      ,#CA6266
10-Eastern Suburbs,YES,11,Lancaster Central School District,177 Central Ave.,Lancaster,NY,42.9078560,-78.6714560,Districtwide improvements to 11 buildings,"LPCiminelli Inc., Young + Wright Architectural",$16.5,2015,Completed,"LancasterSchoolDistrict, LPCiminelli",#CA6266
10-Eastern Suburbs,YES,12,Derrick Corp.,2185 Walden Ave.,Cheektowaga,NY,42.9062270,-78.7557580,"124,000 SF addition to 230,000 SF manufacturing plant",Lehigh Construction Group,$19.5,2013,Completed,ECIDA,#CA6266
10-Eastern Suburbs,YES,13,Cabela's Crossing ,2001 Walden Ave.,Cheektowaga,NY,42.9056820,-78.7637250,"94,165 SF sporting good store",Benderson Development Co. LLC,$16.0,2014,Completed,"Jim, Bricks 2015, Benderson",#CA6266
10-Eastern Suburbs,YES,14,Derrick Corp.,590 Duke Road,Cheektowaga,NY,42.9056640,-78.7574980,Expansion,,$9.8,2015,Completed,ECIDA,#CA6266
10-Eastern Suburbs,YES,15,Home2Suites by Hilton,1999 Walden Ave.,Cheektowaga,NY,42.9056190,-78.7655360,108-room hotel,Benderson Development Co. LLC Co.,$20.0,2015,Completed,Benderson Development Co. LLC,#CA6266
10-Eastern Suburbs,YES,16,Alden Central School District ,13190 Park St.,Alden,NY,42.9038510,-78.4966100,"Renovations include roofs, boilers, HVAC, phone systems, secure entryways, classrooms, athletic field, playground",Turner Construction Co.,$9.9,2016,Completed,"Alden CSD, Turner",#CA6266
10-Eastern Suburbs,YES,17,Niagara Transformer Corp.,1755 Dale Road,Cheektowaga,NY,42.9034390,-78.7716800,"Construction of 24,000 SF plant",LBM Construction,$8.0,2014,Completed,Cheektown/ECIDA,#CA6266
10-Eastern Suburbs,YES,18,Depew Union Free School District,5201 S. Transit Road ,Depew,NY,42.8960150,-78.6966210,Capital improvements in four district buildings,"LPCiminelli Inc., Young + Wright Architectural",$16.0,2014,Completed,LPCiminelli Inc.,#CA6266
10-Eastern Suburbs,YES,19,Autumnwood Subdivision,William and Bowen roads,Lancaster,NY,42.8807440,-78.6400600,42-lot subdivision,Dev: CMK Builders,$11.6,2015,Completed,Lancaster Town,#CA6266
10-Eastern Suburbs,YES,20,Summerfield Farms Phase 6,Bowen Road,Lancaster,NY,42.8737450,-78.6237310,29-lot subdivision,Dev: Marrano Marc Equity,$8.7,2015,Completed,Lancaster Town,#CA6266
10-Eastern Suburbs,YES,21,Moog Corporate Headquarters,400 Jamison Road,Elma,NY,42.8051640,-78.6530110,"65,000 SF headquarters",LPCiminelli Inc.,$16.0,2013,Completed,"Bricks 2013, LPCiminelli",#CA6266
10-Eastern Suburbs,YES,22,Village of East Aurora Central Fire Station,33 Center St.,East Aurora,NY,42.7670170,-78.6232440,"22,800 SF fire station with apparatus bay, two-story administration building, living quarters",Picone Construction,$6.7,2015,Completed,"Town of Aurora, Bricks 2016",#CA6266
10-Eastern Suburbs,YES,23,Lancaster Apartments,375 Harris Hill Rd.,Lancaster,NY,42.9524040,-78.6806720,Complex for those 55 and older,"Angelo Natale, Frank Parisi, Robert Corrao",$20.0,2016,Under,Jim,#009770
10-Eastern Suburbs,YES,24,Sodexo Inc.,400 Airborne Parkway,Cheektowaga,NY,42.9379310,-78.7145520,"110,000 SF headquarters building, consolidate 4 buildings into 1",Uniland Development Co.,$27.0,2016,Under,"ECIDA, Uniland",#009770
10-Eastern Suburbs,YES,25,Maryvale Union Free School District,***,Cheektowaga,,42.9368660,-78.7501630,Districtwide renovations,Cannon,$12.0,2017,Under,Cannon,#009770
10-Eastern Suburbs,YES,26,Calspan Business Park ,4455 Genesee St.,Cheektowaga,NY,42.9323020,-78.7240370,Tenant and property renovations,Calspan Corp.,$10.0,2017,Under,Matrix,#009770
10-Eastern Suburbs,YES,27,Genesee & Buell,4019 Genesee St.,Cheektowaga,NY,42.9297930,-78.7370310,"100,000 SF warehouse",Benderson Development Co. LLC,$8.0,2017,Under,Benderson Development Co. LLC,#009770
10-Eastern Suburbs,YES,28,Juniper Crossing,501 Juniper Road,Lancaster,NY,42.9248860,-78.6599890,Apartment development,SB Ashley & Assoc. Venture,$22.5,2017,Under,Lancaster Town,#009770
10-Eastern Suburbs,YES,29,Pleasant Meadows Patio Homes,Juniper Boulevard,Lancaster,NY,42.9229520,-78.6584200,29 new home sites,Marrano/Marc Equity Corp.,$9.6,2016,Under,Marrano/Marc Equity Corp.,#009770
10-Eastern Suburbs,YES,30,Lancaster Central School District,177 Central Ave.,Lancaster,NY,42.9078560,-78.6714560,"Upgrades throughout district; majority of work at high school including gym, fieldhouse, music suite","LPCiminelli Inc., Young + Wright Architectural",$57.3,2019,Under,LPCiminelli Inc.,#009770
10-Eastern Suburbs,YES,31,Broadway Development Park ,2839 Broadway,Cheektowaga,NY,42.8983730,-78.7702500,"62,000 SF, 35,000 SF warehouse buildings",Benderson Development Co. LLC,$8.0,2017,Under,Benderson Development Co. LLC,#009770
10-Eastern Suburbs,YES,32,Summerfield Farms Phase 7,Bowen Road,Lancaster,NY,42.8729940,-78.6267870,58-lot subdivision,Dev: Marrano Marc Equity,$17.4,2017,Under,Lancaster Town,#009770
10-Eastern Suburbs,YES,33,Hidden Meadow,671 Aurora St.,Lancaster,NY,42.8706920,-78.6769770,88 single-family lots and homes,Forbes Capretto Homes,$35.0,2021,Under,Forbes,#009770
10-Eastern Suburbs,YES,34,Fisher-Price Inc.,636 Girard Ave.,East Aurora,NY,42.7738940,-78.6112560,Renovations to R&D facility,,$8.0,2017,Under,ECIDA,#009770
11-Niagara Falls,YES,1,Lewiston Queenston Bridge ,Lewiston Queenston Bridge,Lewiston,NY,43.1516880,-79.0359770,"Plaza reconstruction - USA side Phase I, moving duty-free store",Turner Construction,$32.5,2014,Completed,NF Bridge Comm.,#CA6266
11-Niagara Falls,YES,2,B.Thomas Golisano Center for Integrated Sciences,"Niagara University, 5795 Lewiston Rd",Lewiston,NY,43.1378480,-79.0376510,"50,000 SF science center",Scrufari Construction,$48.0,2013,Completed,Bricks 2014,#CA6266
11-Niagara Falls,YES,3,Niagara Falls Air Reserve Station,10405 Lockport Road,Niagara Falls,NY,43.1209910,-78.9425500,"Firing range, runway rehab, C-130 simulator building, portion of projects completed since 2010.  ",,$19.8,2013,Completed,Jim,#CA6266
11-Niagara Falls,YES,4,Bridgestone APM Co. ,6311 Inducon Corporate Drive West,Wheatfield,NY,43.1188610,-78.9185350,"65,000 SF building for manufacturer of foam seating for U.S. and Canadian auto manufacturers",,$12.3,2015,Completed,"Wheat-town, NCIDA",#CA6266
11-Niagara Falls,YES,5,Tulip Corp.Tract 1,3125 Highland Avenue,Niagara Falls,NY,43.1163310,-79.0459330,Remediation of site for Tulip Corp. new plant,Tulip Corp.,$17.0,2016,Completed,Jim,#CA6266
11-Niagara Falls,YES,6,Fashion Outlets of Niagara Falls USA,1900 Military Road,Niagara Falls,NY,43.0990210,-78.9778420,"230,000 SF expansion of outlet mall",LPCiminelli Inc.,$71.0,2015,Completed,"Town of Niagara, Bricks 2015",#CA6266
11-Niagara Falls,YES,7,LaSalle Center,1500 Military Road,Niagara Falls,NY,43.0935290,-78.9738780,"136,000 SF retail plaza",Benderson Development Co. LLC,$22.0,2015,Completed,Benderson Development Co. LLC,#CA6266
11-Niagara Falls,YES,8,Greenpac Mill LLC,4400 Royal Ave. ,Niagara Falls,NY,43.0883130,-79.0140010,"350,000 paper mill plant",,$408.0,2013,Completed,NFalls-City,#CA6266
11-Niagara Falls,YES,9,Maid of the Mist Winter Storage,Niagara Falls State Park,Niagara Falls,NY,43.0867820,-79.0680560,"Dry dock facility, maintenance building, elevator building",LPCiminelli Inc.,$32.0,2014,Completed,Bricks 2015,#CA6266
11-Niagara Falls,YES,10,"Niagara Falls City School District, Inventing Tomorrow",11 schools,Niagara Falls,NY,43.0864240,-78.9889710,"Inventing Tomorrow, two-phase, 11 schools including 8 elementary, 2 prepatory, 1 high school","LPCiminelli, Rodems Construction Co., Cannon Design",$67.0,2015,Completed,Bricks 2016,#CA6266
11-Niagara Falls,YES,11,Seneca Niagara Casino & Hotel ,310 Fourth St.,Niagara Falls,NY,43.0863930,-79.0566690,"renovation of main gaming floor and air quality system, addition of Stir Nightclub","Seneca Gaming Corp., Seneca Construction Management Corp.",$26.0,2014,Completed,"Senecas, Bricks 2015",#CA6266
11-Niagara Falls,YES,12,Covanta Holding Corp.,100 Energy Blvd.,Niagara Falls,NY,43.0834270,-79.0071270,"New rail line and infrastructure, land remediation, construction of 9,000 SF rail-to-truck intermodal facility","LPCiminelli Construction Corp., LaBella Associates PC",$30.0,2015,Completed,NCIDA.Dave,#CA6266
11-Niagara Falls,YES,13,Olin Corp.,2400 Buffalo Ave.,Niagara Falls,NY,43.0828110,-79.0332590,4 new manufacturing buildings,,$20.0,2013,Completed,NFalls-City,#CA6266
11-Niagara Falls,YES,14,DoubleTree by Hilton Hotel,401 Buffalo Ave.,Niagara Falls,NY,43.0817780,-79.0563010,"Conversion of former Fallside Inn to DoubleTree, 192 rooms, 16,000 SF meeting space","Merani Hotel Group, Waterbourne Group",$27.0,2016,Completed,"Jim, Empire State Dev., NCIDA",#CA6266
11-Niagara Falls,YES,15,Lewiston Queenston Bridge toll booth expansion,Lewiston Queenston Bridge,Lewiston,NY,43.1516880,-79.0359770,Plaza reconstruction - USA side Phase 2,Turner Construction,$24.0,2016,Under,Turner,#009770
11-Niagara Falls,YES,16,Niagara Wheatfield Central School District,2292 Saunders Settlement Road,Sanborn,NY,43.1405620,-78.9221320,"185,000 SF of roof replacements, reconstruction two district buildings, renovations at 6 buildings","Trautman Associates, Turner Construction Co.",$15.0,2018,Under,Trautman Associates,#009770
11-Niagara Falls,YES,17,Lewiston Pump Generating Plant,,Lewiston,NY,43.1403610,-79.0390810,Replacement of 12 pump turbines,"New York Power Authority, Ferguson Electric ",$460.0,2022,Under,Dave,#009770
11-Niagara Falls,YES,18,Niagara Falls Air Reserve Station,10405 Lockport Road,Niagara Falls,NY,43.1209910,-78.9425500,Conversion of refueling system for U.S. Air Force KC-135 tankers,,$25.0,2017,Under,Jim,#009770
11-Niagara Falls,YES,19,Tulip Corp. plant,3125 Highland Avenue,Niagara Falls,NY,43.1163310,-79.0459330,"70,000 SF plant to replace 114-year=old, 125,000 SF plant",Tulip Corp.,$11.7,2017,Under,Jim,#009770
11-Niagara Falls,YES,20,Niagara Falls Intermodal Transportation Center,2300 Main St.,Niagara Falls,NY,43.1101830,-79.0545500,Railroad station,City of Niagara Falls,$130.0,2016,Under,NCIDA,#009770
11-Niagara Falls,YES,21,Hyatt Place Hotel,310 Rainbow Blvd.,Niagara Falls,NY,43.0862020,-79.0633110,"128 hotel rooms, 14,500 SF banquet space, 7,000 SF retail","Hamister Group LLC, R&P Oak Hill, Carmina Woods",$38.3,2017,Under,"Jim, Hamister, Empire State Dev",#009770
11-Niagara Falls,YES,22,Econolodge,200 Rainbow Blvd.,Niagara Falls,NY,43.0844140,-79.0599300,Renovation,B.F. Patel,$11.3,2017,Under,NCIDA,#009770
11-Niagara Falls,YES,23,Courtyard by Marriott,900 Buffalo Ave.,Niagara Falls,NY,43.0829780,-79.0512940,"Renovation of former Moore Business forms building into 82-room, 65,700 SF  hotel","Eastern Hospitality Advisors, BF Patel",$10.8,2017,Under,"NCIDA, Jim, Empire State Dev",#009770
11-Niagara Falls,YES,24,Robert Moses Parkway South/Riverway Project,***,Niagara Falls,NY,43.0824060,-79.0619060,One-mile stretch into a pedestrian and tourist-friendly roadway,Mark Cerrone Inc.,$20.0,2017,Under,Jim,#009770
11-Niagara Falls,YES,25,DeGraff Memorial Hospital,445 Tremont St.,North Tonawanda,NY,43.0251280,-78.8621460,Relocate ER department from east side of campus to west side,Kaleida Health,$7.8,2018,Under,Kaleida,#009770
11-Niagara Falls,YES,26,Center Street building,Center Street,Lewiston,NY,43.1726380,-79.0360690,"Mixed-used 40,000 SF residential and retail",Ellicott Development Co.,$14.0,2018,Z-Proposed,Jim,#53578F
11-Niagara Falls,YES,27,Robert Moses Parkway North Project,***,Niagara Falls,NY,43.1005170,-79.0578040,"Removal of 7 acres of pavement to create 135 acre, accessible ribbon of green space along the Niagara Gorge rim",,$42.0,2020,Z-Proposed,Empire State Dev,#53578F
11-Niagara Falls,YES,28,Niagara Sports Complex,6929 Williams Road,Niagara Falls,NY,43.0880610,-78.9372490,"Dual bubbles, 192,000 SF sports complex at Summit Park Mall",,$15.0,2018,Z-Proposed,Wheat-town,#53578F
11-Niagara Falls,YES,29,Wonder Falls,Rainbow Center Mall,Niagara Falls,NY,43.0878200,-79.0624160,"Hotel, water park, entertainment center",Uniland Development Co.,$150.0,Z-Proposed,Z-Proposed,"Jim, Uniland",#53578F
11-Niagara Falls,YES,30,Hotel Niagara,201 Rainbow Blvd.,Niagara Falls,NY,43.0849130,-79.0612290,Restoration of 193-room hotel,RFPs  due in October 2016,$28.0,2018,Z-Proposed,NCIDA,#53578F
12-Lockport Area,YES,1,Mount View Assisted Living Inc.,5465 Upper Mountain Road,Lockport,NY,43.1760860,-78.7377450,Conversion of former Mount View Health Facility into 150-bed assisted living facility,David Tosetto,$6.5,2014,Completed,Tracey,#CA6266
12-Lockport Area,YES,2,Cornerstone CFCU Arena,34 Chestnut St.,Lockport,NY,43.1726260,-78.6882370,"90,000 SF. twin-pad hockey facility and sports center",Waterbourne Construction Advisors LLC,$15.0,2014,Completed,"Bricks 2015, Brian Smith",#CA6266
12-Lockport Area,YES,3,Trek Inc.,210 Walnut St.,Lockport,NY,43.1694050,-78.6870720,"48,000 SF manufacturing and office space for corporate headquarters","D.R.Chamberlain, Greater Lockport Development Corp.",$5.3,2013,Completed,"Lkpt-City, Harrison Place,NCIDA",#CA6266
12-Lockport Area,YES,4,Delphi Site Separation Project,200 Upper Mountain Road,Lockport,NY,43.1693220,-78.7322900,Separate utilities for Building 6 from existing plant,"Watts Architecture & Engineering, Delphi Thermal",$5.0,2013,Completed,Watts Architecture,#CA6266
12-Lockport Area,YES,5,Torrent expansion at Harrison Place,190 Walnut St.,Lockport,NY,43.1692920,-78.6885060,"16,000 SF manufacturing and office space","D.R.Chamberlain, Greater Lockport Development Corp.",$1.0,2015,Completed,Harrison Place,#CA6266
12-Lockport Area,YES,6,Yahoo Phase II,5319 Enterprise Drive,Lockport,NY,43.1674940,-78.7515880,"190,000 SF data center and technical call center",,$170.0,2014,Completed,"Lkpt-Town IDA, Empire State",#CA6266
12-Lockport Area,YES,7,Lockport City School District,610 E. High St.,Lockport,NY,43.1651750,-78.6745430,"9,700 SF addition to Roy B. Kelley Elementary School",Picone Construction Corp.,$3.7,2013,Completed,Bricks 2014,#CA6266
12-Lockport Area,YES,8,Diversified Manufacturing,410 Ohio St.,Lockport,NY,43.1634670,-78.7087850,"42,000 sq. ft. expansion of manufacturing space",Mulvey Construction Inc.,$5.0,2013,Completed,Lkpt-City,#CA6266
12-Lockport Area,YES,9,Walmart Supercenter,5735 S. Transit Rd.,Lockport,NY,43.1471970,-78.6930020,"185,000 SF supercenter",,$12.0,2015,Completed,Lkpt-Town,#CA6266
12-Lockport Area,YES,10,Niagara Regional Surgery Center,5875 S. Transit Rd.,Lockport,NY,43.1387130,-78.6958220,Ambulatory surgery center,Eastern Niagara Health Systems,$5.6,2015,Completed,Lkpt-Town IDA,#CA6266
12-Lockport Area,YES,11,Basil Volkswagen,6179 S. Transit Rd.,Lockport,NY,43.1226340,-78.6956490,Auto dealership,,$4.0,2014,Completed,Lkpt-Town IDA,#CA6266
12-Lockport Area,YES,12,Transit Drive-In ,6655 S. Transit Road,Lockport,NY,43.1045830,-78.6948290,"New parking for screen 5, entrance, projection booth",Kelco Construction Management Inc. ,$1.1,2016,Completed,Kelco,#CA6266
12-Lockport Area,YES,13,New York Beer Project,6933 S. Transit Road,Lockport,NY,43.0903340,-78.6968780,"12,000 SF microbrewery and gastro pub",,$3.7,2015,Completed,Lockport IDA,#CA6266
